,slide,dataset,uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
2744,18_stitched1.tif,TUPAC16,2485,13500,19744,NMF prometaphase,NMF prometaphase,False,False,False,False
2745,18_stitched1.tif,TUPAC16,2486,13143,19596,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2746,18_stitched1.tif,TUPAC16,2491,15031,19856,NMF metaphase,NMF metaphase,False,False,False,False
2747,18_stitched1.tif,TUPAC16,7349,14412,2418,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
2748,18_stitched1.tif,TUPAC16,7356,10443,6313,NMF metaphase,NMF metaphase,False,False,False,False
2749,18_stitched1.tif,TUPAC16,7382,5021,17803,NMF metaphase,NMF metaphase,False,False,False,False
2750,18_stitched1.tif,TUPAC16,10589,14826,19355,NMF metaphase,NMF metaphase,False,False,True,False
2751,18_stitched1.tif,TUPAC16,10594,9402,19273,NMF prometaphase,NMF prometaphase,False,False,False,False
2752,18_stitched1.tif,TUPAC16,10602,20,9227,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
2753,18_stitched1.tif,TUPAC16,10604,13818,16203,NMF prometaphase,NMF prometaphase,False,False,True,False
2754,18_stitched1.tif,TUPAC16,10606,3111,6354,AMF other,AMF bipolar assymetric,True,True,True,True
2755,18_stitched1.tif,TUPAC16,10615,9715,2473,NMF prometaphase,AMF other,False,True,True,True
2756,18_stitched1.tif,TUPAC16,10617,1029,15579,NMF metaphase,NMF metaphase,False,False,False,False
2757,18_stitched1.tif,TUPAC16,10629,5368,17292,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
2758,18_stitched1.tif,TUPAC16,10696,4832,19760,AMF other,AMF other,True,True,True,True
2759,18_stitched1.tif,TUPAC16,10737,1930,16772,NMF metaphase,NMF metaphase,False,False,True,False
2760,18_stitched1.tif,TUPAC16,10808,4823,4970,NMF prometaphase,NMF prometaphase,False,False,False,False
2761,18_stitched1.tif,TUPAC16,11003,12717,7008,AMF multipolar,AMF other,True,True,True,True
2762,21_stitched1.tif,TUPAC16,2524,25079,689,NMF metaphase,NMF metaphase,False,False,False,False
2763,21_stitched1.tif,TUPAC16,2538,5944,1115,NMF prometaphase,NMF prometaphase,False,False,False,False
2764,21_stitched1.tif,TUPAC16,2539,25247,1315,NMF prometaphase,NMF prometaphase,False,False,True,False
2765,21_stitched1.tif,TUPAC16,2570,1785,4177,NMF metaphase,NMF metaphase,False,False,False,False
2766,21_stitched1.tif,TUPAC16,2571,3569,3827,NMF prometaphase,NMF metaphase,False,False,False,False
2767,21_stitched1.tif,TUPAC16,2574,3022,3433,NMF metaphase,NMF metaphase,False,False,False,False
2768,21_stitched1.tif,TUPAC16,2579,1837,4509,NMF prometaphase,NMF metaphase,False,False,False,False
2769,21_stitched1.tif,TUPAC16,2583,9875,4393,NMF metaphase,NMF metaphase,False,False,False,False
2770,21_stitched1.tif,TUPAC16,2585,9232,4054,NMF metaphase,NMF metaphase,False,False,False,False
2771,21_stitched1.tif,TUPAC16,2586,8918,4565,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
2772,21_stitched1.tif,TUPAC16,2590,10383,4134,NMF prometaphase,NMF metaphase,False,False,False,False
2773,21_stitched1.tif,TUPAC16,2598,2210,5020,NMF metaphase,NMF metaphase,False,False,False,False
2774,21_stitched1.tif,TUPAC16,2599,2850,5140,NMF metaphase,NMF metaphase,False,False,False,False
2775,21_stitched1.tif,TUPAC16,2604,3803,5333,AMF multipolar,AMF other,True,True,True,True
2776,21_stitched1.tif,TUPAC16,2605,7054,5251,AMF other,AMF other,True,True,True,True
2777,21_stitched1.tif,TUPAC16,2609,7303,5125,NMF prometaphase,AMF bipolar assymetric,False,True,True,True
2778,21_stitched1.tif,TUPAC16,2610,7429,4692,NMF prometaphase,NMF ring shape,False,False,False,False
2779,21_stitched1.tif,TUPAC16,2618,10706,4718,NMF prometaphase,NMF prometaphase,False,False,False,False
2780,21_stitched1.tif,TUPAC16,2620,10045,5121,NMF metaphase,NMF metaphase,False,False,False,False
2781,21_stitched1.tif,TUPAC16,2622,16024,5222,NMF prometaphase,NMF metaphase,False,False,False,False
2782,21_stitched1.tif,TUPAC16,2631,19427,5053,NMF prometaphase,NMF ring shape,False,False,False,False
2783,21_stitched1.tif,TUPAC16,2634,19017,5302,NMF metaphase,NMF metaphase,False,False,False,False
2784,21_stitched1.tif,TUPAC16,2639,20832,5232,AMF other,AMF segregation,True,True,True,True
2785,21_stitched1.tif,TUPAC16,2640,20398,5242,NMF prometaphase,NMF prometaphase,False,False,False,False
2786,21_stitched1.tif,TUPAC16,2646,2752,6165,AMF other,NMF metaphase,True,False,True,True
2787,21_stitched1.tif,TUPAC16,2647,3735,5514,NMF metaphase,NMF metaphase,False,False,False,False
2788,21_stitched1.tif,TUPAC16,2648,3169,5804,NMF metaphase,NMF metaphase,False,False,False,False
2789,21_stitched1.tif,TUPAC16,2649,3374,6190,NMF prometaphase,NMF prometaphase,False,False,False,False
2790,21_stitched1.tif,TUPAC16,2650,4008,6161,NMF metaphase,NMF metaphase,False,False,False,False
2791,21_stitched1.tif,TUPAC16,2655,6094,5864,NMF metaphase,NMF metaphase,False,False,False,False
2792,21_stitched1.tif,TUPAC16,2656,6617,6114,NMF metaphase,NMF metaphase,False,False,False,False
2793,21_stitched1.tif,TUPAC16,2660,7359,6095,NMF metaphase,NMF metaphase,False,False,False,False
2794,21_stitched1.tif,TUPAC16,2661,9387,5888,AMF segregation,AMF segregation,True,True,True,True
2795,21_stitched1.tif,TUPAC16,2662,9764,5879,NMF prometaphase,NMF prometaphase,False,False,False,False
2796,21_stitched1.tif,TUPAC16,2663,9882,5827,NMF metaphase,NMF metaphase,False,False,False,False
2797,21_stitched1.tif,TUPAC16,2670,10265,5789,NMF metaphase,NMF metaphase,False,False,False,False
2798,21_stitched1.tif,TUPAC16,2671,10011,5903,NMF metaphase,NMF metaphase,False,False,False,False
2799,21_stitched1.tif,TUPAC16,2673,16306,5522,NMF metaphase,NMF metaphase,False,False,False,False
2800,21_stitched1.tif,TUPAC16,2676,17477,5916,NMF metaphase,NMF metaphase,False,False,False,False
2801,21_stitched1.tif,TUPAC16,2681,19739,5734,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2802,21_stitched1.tif,TUPAC16,2684,19519,6054,NMF metaphase,NMF metaphase,False,False,False,False
2803,21_stitched1.tif,TUPAC16,2688,20683,6134,NMF prometaphase,NMF prometaphase,False,False,False,False
2804,21_stitched1.tif,TUPAC16,2689,20113,5955,NMF prometaphase,NMF prometaphase,False,False,True,False
2805,21_stitched1.tif,TUPAC16,2690,20158,5704,NMF metaphase,AMF segregation,False,True,False,False
2806,21_stitched1.tif,TUPAC16,2691,20434,5536,NMF metaphase,NMF metaphase,False,False,False,False
2807,21_stitched1.tif,TUPAC16,2694,973,6924,NMF metaphase,NMF metaphase,False,False,False,False
2808,21_stitched1.tif,TUPAC16,2696,1304,6398,NMF metaphase,NMF metaphase,False,False,False,False
2809,21_stitched1.tif,TUPAC16,2702,2512,6404,NMF prometaphase,NMF prometaphase,False,False,True,False
2810,21_stitched1.tif,TUPAC16,2703,2593,6528,NMF prometaphase,NMF prometaphase,False,False,True,False
2811,21_stitched1.tif,TUPAC16,2704,2768,6495,NMF prometaphase,NMF prometaphase,False,False,False,False
2812,21_stitched1.tif,TUPAC16,2708,2962,6301,NMF prometaphase,NMF prometaphase,False,False,False,False
2813,21_stitched1.tif,TUPAC16,2711,4722,6572,NMF prometaphase,NMF prometaphase,False,False,False,False
2814,21_stitched1.tif,TUPAC16,2712,4648,6352,NMF metaphase,NMF metaphase,False,False,False,False
2815,21_stitched1.tif,TUPAC16,2713,4841,6972,NMF anaphase-telophase,AMF other,False,True,True,True
2816,21_stitched1.tif,TUPAC16,2714,5349,7133,NMF ring shape,AMF segregation,False,True,True,True
2817,21_stitched1.tif,TUPAC16,2715,5675,7207,NMF metaphase,NMF metaphase,False,False,False,False
2818,21_stitched1.tif,TUPAC16,2718,7168,6718,NMF metaphase,NMF metaphase,False,False,False,False
2819,21_stitched1.tif,TUPAC16,2719,7470,6403,NMF anaphase-telophase,NMF metaphase,False,False,False,False
2820,21_stitched1.tif,TUPAC16,2720,8590,6528,NMF anaphase-telophase,AMF segregation,False,True,True,True
2821,21_stitched1.tif,TUPAC16,2721,8294,6390,NMF prometaphase,NMF ring shape,False,False,False,False
2822,21_stitched1.tif,TUPAC16,2725,7760,6824,NMF metaphase,NMF metaphase,False,False,False,False
2823,21_stitched1.tif,TUPAC16,2728,9640,6968,NMF prometaphase,NMF prometaphase,False,False,False,False
2824,21_stitched1.tif,TUPAC16,2737,10450,6384,NMF prometaphase,NMF ring shape,False,False,False,False
2825,21_stitched1.tif,TUPAC16,2740,21278,6322,AMF multipolar,AMF other,True,True,True,True
2826,21_stitched1.tif,TUPAC16,2741,21898,6538,NMF metaphase,AMF bipolar assymetric,False,True,True,True
2827,21_stitched1.tif,TUPAC16,2742,21644,6357,NMF metaphase,NMF metaphase,False,False,False,False
2828,21_stitched1.tif,TUPAC16,2747,23572,6765,NMF prometaphase,NMF prometaphase,False,False,False,False
2829,21_stitched1.tif,TUPAC16,2748,24119,6549,NMF prometaphase,NMF metaphase,False,False,False,False
2830,21_stitched1.tif,TUPAC16,2754,24733,6335,NMF prometaphase,NMF metaphase,False,False,False,False
2831,21_stitched1.tif,TUPAC16,2755,24511,6624,AMF other,NMF ring shape,True,False,True,True
2832,21_stitched1.tif,TUPAC16,2758,1634,7554,NMF metaphase,NMF metaphase,False,False,False,False
2833,21_stitched1.tif,TUPAC16,2759,1889,7559,NMF anaphase-telophase,AMF segregation,False,True,True,True
2834,21_stitched1.tif,TUPAC16,2760,2502,7265,NMF prometaphase,NMF prometaphase,False,False,False,False
2835,21_stitched1.tif,TUPAC16,2764,3647,7608,NMF metaphase,NMF metaphase,False,False,False,False
2836,21_stitched1.tif,TUPAC16,2768,3189,7523,AMF other,AMF other,True,True,True,True
2837,21_stitched1.tif,TUPAC16,2772,4079,7530,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2838,21_stitched1.tif,TUPAC16,2778,6584,7048,AMF multipolar,NMF metaphase,True,False,True,True
2839,21_stitched1.tif,TUPAC16,2779,6624,7080,NMF metaphase,NMF metaphase,False,False,False,False
2840,21_stitched1.tif,TUPAC16,2780,6354,7062,NMF metaphase,NMF metaphase,False,False,False,False
2841,21_stitched1.tif,TUPAC16,2784,6459,7478,NMF prometaphase,NMF prometaphase,False,False,False,False
2842,21_stitched1.tif,TUPAC16,2786,7594,7710,NMF metaphase,NMF metaphase,False,False,False,False
2843,21_stitched1.tif,TUPAC16,2787,7653,7241,NMF metaphase,NMF metaphase,False,False,False,False
2844,21_stitched1.tif,TUPAC16,2788,7759,7494,NMF prometaphase,NMF prometaphase,False,False,False,False
2845,21_stitched1.tif,TUPAC16,2793,8603,7296,NMF metaphase,NMF metaphase,False,False,False,False
2846,21_stitched1.tif,TUPAC16,2794,7253,7091,NMF metaphase,NMF metaphase,False,False,False,False
2847,21_stitched1.tif,TUPAC16,2799,9423,7610,NMF prometaphase,NMF ring shape,False,False,False,False
2848,21_stitched1.tif,TUPAC16,2801,22230,7362,NMF metaphase,NMF metaphase,False,False,True,False
2849,21_stitched1.tif,TUPAC16,2815,4787,8029,NMF metaphase,NMF metaphase,False,False,False,False
2850,21_stitched1.tif,TUPAC16,2816,6562,7831,NMF prometaphase,NMF prometaphase,False,False,False,False
2851,21_stitched1.tif,TUPAC16,2817,6779,8112,NMF metaphase,NMF metaphase,False,False,False,False
2852,21_stitched1.tif,TUPAC16,2819,6592,8321,NMF metaphase,NMF metaphase,False,False,False,False
2853,21_stitched1.tif,TUPAC16,2822,8154,8305,AMF other,NMF metaphase,True,False,True,True
2854,21_stitched1.tif,TUPAC16,2824,8955,7912,NMF prometaphase,NMF prometaphase,False,False,False,False
2855,21_stitched1.tif,TUPAC16,2826,23187,8077,NMF metaphase,NMF metaphase,False,False,False,False
2856,21_stitched1.tif,TUPAC16,2831,2621,9077,AMF segregation,NMF prometaphase,True,False,False,False
2857,21_stitched1.tif,TUPAC16,2832,1837,8648,NMF prometaphase,NMF prometaphase,False,False,False,False
2858,21_stitched1.tif,TUPAC16,2838,4144,9072,AMF segregation,NMF prometaphase,True,False,True,True
2859,21_stitched1.tif,TUPAC16,2842,5111,8474,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2860,21_stitched1.tif,TUPAC16,2845,8144,8538,AMF segregation,NMF prometaphase,True,False,True,True
2861,21_stitched1.tif,TUPAC16,2852,23613,8862,NMF prometaphase,NMF prometaphase,False,False,False,False
2862,21_stitched1.tif,TUPAC16,2858,1250,9463,NMF metaphase,NMF metaphase,False,False,False,False
2863,21_stitched1.tif,TUPAC16,2860,1699,9794,NMF metaphase,NMF metaphase,False,False,False,False
2864,21_stitched1.tif,TUPAC16,2862,1627,9358,NMF prometaphase,NMF prometaphase,False,False,False,False
2865,21_stitched1.tif,TUPAC16,2863,3930,9756,NMF prometaphase,NMF prometaphase,False,False,False,False
2866,21_stitched1.tif,TUPAC16,2864,3360,9809,NMF metaphase,NMF metaphase,False,False,False,False
2867,21_stitched1.tif,TUPAC16,2865,3171,9920,NMF prometaphase,NMF prometaphase,False,False,False,False
2868,21_stitched1.tif,TUPAC16,2869,3461,9594,NMF prometaphase,NMF metaphase,False,False,True,False
2869,21_stitched1.tif,TUPAC16,2872,3935,9679,NMF metaphase,NMF metaphase,False,False,False,False
2870,21_stitched1.tif,TUPAC16,2875,5418,9782,NMF prometaphase,NMF prometaphase,False,False,False,False
2871,21_stitched1.tif,TUPAC16,2877,4465,9518,NMF prometaphase,NMF prometaphase,False,False,False,False
2872,21_stitched1.tif,TUPAC16,2879,4518,9870,NMF metaphase,NMF metaphase,False,False,False,False
2873,21_stitched1.tif,TUPAC16,2882,6493,9823,NMF metaphase,NMF metaphase,False,False,False,False
2874,21_stitched1.tif,TUPAC16,2884,6801,9410,NMF metaphase,AMF segregation,False,True,True,True
2875,21_stitched1.tif,TUPAC16,2885,6964,9431,AMF segregation,NMF ring shape,True,False,False,False
2876,21_stitched1.tif,TUPAC16,2890,7879,9356,AMF multipolar,AMF other,True,True,True,True
2877,21_stitched1.tif,TUPAC16,2891,7390,10005,NMF metaphase,NMF metaphase,False,False,False,False
2878,21_stitched1.tif,TUPAC16,2894,9705,9695,NMF anaphase-telophase,AMF segregation,False,True,False,False
2879,21_stitched1.tif,TUPAC16,2895,8989,9648,NMF metaphase,NMF metaphase,False,False,False,False
2880,21_stitched1.tif,TUPAC16,2896,8740,9871,NMF prometaphase,AMF segregation,False,True,True,True
2881,21_stitched1.tif,TUPAC16,2897,9077,9440,NMF metaphase,NMF metaphase,False,False,False,False
2882,21_stitched1.tif,TUPAC16,2902,23118,9503,AMF multipolar,AMF segregation,True,True,True,True
2883,21_stitched1.tif,TUPAC16,2903,23693,9448,NMF metaphase,NMF metaphase,False,False,False,False
2884,21_stitched1.tif,TUPAC16,2904,23727,9601,NMF metaphase,NMF metaphase,False,False,False,False
2885,21_stitched1.tif,TUPAC16,2905,22959,9398,NMF metaphase,NMF metaphase,False,False,False,False
2886,21_stitched1.tif,TUPAC16,2906,220,10416,NMF prometaphase,NMF prometaphase,False,False,False,False
2887,21_stitched1.tif,TUPAC16,2907,94,10615,NMF metaphase,NMF metaphase,False,False,False,False
2888,21_stitched1.tif,TUPAC16,2911,2958,10358,NMF metaphase,NMF metaphase,False,False,False,False
2889,21_stitched1.tif,TUPAC16,2912,2904,10792,NMF prometaphase,NMF metaphase,False,False,False,False
2890,21_stitched1.tif,TUPAC16,2914,3942,10514,AMF multipolar,AMF segregation,True,True,True,True
2891,21_stitched1.tif,TUPAC16,2918,6803,10527,NMF metaphase,AMF segregation,False,True,False,False
2892,21_stitched1.tif,TUPAC16,2919,6745,10430,NMF metaphase,NMF metaphase,False,False,False,False
2893,21_stitched1.tif,TUPAC16,2920,6785,10584,NMF anaphase-telophase,NMF metaphase,False,False,False,False
2894,21_stitched1.tif,TUPAC16,2921,6726,10608,NMF anaphase-telophase,NMF metaphase,False,False,False,False
2895,21_stitched1.tif,TUPAC16,2922,6737,10256,NMF metaphase,NMF metaphase,False,False,False,False
2896,21_stitched1.tif,TUPAC16,2927,7750,10669,NMF anaphase-telophase,AMF segregation,False,True,True,True
2897,21_stitched1.tif,TUPAC16,2943,18189,10396,NMF prometaphase,AMF segregation,False,True,True,True
2898,21_stitched1.tif,TUPAC16,2952,19702,10247,NMF prometaphase,NMF prometaphase,False,False,False,False
2899,21_stitched1.tif,TUPAC16,2959,1013,10966,NMF prometaphase,NMF metaphase,False,False,True,False
2900,21_stitched1.tif,TUPAC16,2966,3129,11000,AMF other,AMF other,True,True,True,True
2901,21_stitched1.tif,TUPAC16,2967,3004,11374,AMF segregation,AMF other,True,True,True,True
2902,21_stitched1.tif,TUPAC16,2968,3659,10923,NMF metaphase,NMF metaphase,False,False,False,False
2903,21_stitched1.tif,TUPAC16,2969,3964,11470,NMF prometaphase,NMF metaphase,False,False,False,False
2904,21_stitched1.tif,TUPAC16,2970,3391,11116,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2905,21_stitched1.tif,TUPAC16,2971,3757,11116,NMF metaphase,NMF metaphase,False,False,False,False
2906,21_stitched1.tif,TUPAC16,2972,6183,11120,NMF prometaphase,NMF prometaphase,False,False,False,False
2907,21_stitched1.tif,TUPAC16,2977,6480,11046,NMF metaphase,NMF metaphase,False,False,False,False
2908,21_stitched1.tif,TUPAC16,2982,11077,11074,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2909,21_stitched1.tif,TUPAC16,2983,11462,11494,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2910,21_stitched1.tif,TUPAC16,2992,12516,11219,NMF metaphase,NMF metaphase,False,False,False,False
2911,21_stitched1.tif,TUPAC16,2998,18430,11042,NMF prometaphase,NMF prometaphase,False,False,False,False
2912,21_stitched1.tif,TUPAC16,2999,19528,11308,AMF other,AMF other,True,True,True,True
2913,21_stitched1.tif,TUPAC16,3000,19858,11309,AMF multipolar,AMF segregation,True,True,True,True
2914,21_stitched1.tif,TUPAC16,3003,21094,11378,NMF prometaphase,AMF segregation,False,True,True,True
2915,21_stitched1.tif,TUPAC16,3008,1696,11713,NMF metaphase,NMF metaphase,False,False,False,False
2916,21_stitched1.tif,TUPAC16,3011,2986,11885,NMF metaphase,AMF segregation,False,True,True,True
2917,21_stitched1.tif,TUPAC16,3013,3832,12170,NMF metaphase,NMF metaphase,False,False,False,False
2918,21_stitched1.tif,TUPAC16,3015,10073,11984,NMF prometaphase,NMF prometaphase,False,False,False,False
2919,21_stitched1.tif,TUPAC16,3016,10341,12175,NMF prometaphase,NMF prometaphase,False,False,True,False
2920,21_stitched1.tif,TUPAC16,3017,10704,12158,NMF metaphase,NMF metaphase,False,False,False,False
2921,21_stitched1.tif,TUPAC16,3018,11300,11723,AMF other,AMF other,True,True,True,True
2922,21_stitched1.tif,TUPAC16,3026,20136,12055,NMF prometaphase,AMF segregation,False,True,False,False
2923,21_stitched1.tif,TUPAC16,3030,2724,12702,NMF prometaphase,NMF metaphase,False,False,False,False
2924,21_stitched1.tif,TUPAC16,3037,7462,12949,NMF metaphase,AMF segregation,False,True,False,False
2925,21_stitched1.tif,TUPAC16,3038,7359,12982,NMF metaphase,NMF metaphase,False,False,False,False
2926,21_stitched1.tif,TUPAC16,3044,10378,12738,NMF prometaphase,NMF prometaphase,False,False,True,False
2927,21_stitched1.tif,TUPAC16,3045,10897,12885,NMF prometaphase,NMF prometaphase,False,False,False,False
2928,21_stitched1.tif,TUPAC16,3055,11787,12278,NMF metaphase,NMF metaphase,False,False,False,False
2929,21_stitched1.tif,TUPAC16,3060,20989,12670,NMF metaphase,NMF metaphase,False,False,False,False
2930,21_stitched1.tif,TUPAC16,3066,3227,13831,NMF metaphase,NMF metaphase,False,False,False,False
2931,21_stitched1.tif,TUPAC16,3071,7352,13460,NMF metaphase,NMF metaphase,False,False,False,False
2932,21_stitched1.tif,TUPAC16,3076,11386,13516,NMF metaphase,NMF metaphase,False,False,False,False
2933,21_stitched1.tif,TUPAC16,3082,11700,13776,NMF prometaphase,NMF prometaphase,False,False,False,False
2934,21_stitched1.tif,TUPAC16,3083,11906,13600,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
2935,21_stitched1.tif,TUPAC16,3102,21664,14687,NMF metaphase,NMF metaphase,False,False,False,False
2936,21_stitched1.tif,TUPAC16,3103,21784,14681,NMF metaphase,NMF metaphase,False,False,False,False
2937,21_stitched1.tif,TUPAC16,3109,21745,15651,NMF metaphase,NMF metaphase,False,False,False,False
2938,21_stitched1.tif,TUPAC16,3112,22680,17679,NMF metaphase,NMF metaphase,False,False,False,False
2939,21_stitched1.tif,TUPAC16,7399,843,5207,NMF metaphase,NMF metaphase,False,False,False,False
2940,21_stitched1.tif,TUPAC16,7400,717,5180,NMF prometaphase,NMF prometaphase,False,False,False,False
2941,21_stitched1.tif,TUPAC16,7410,8257,5665,NMF metaphase,NMF metaphase,False,False,False,False
2942,21_stitched1.tif,TUPAC16,7415,24099,6136,NMF prometaphase,AMF segregation,False,True,True,True
2943,21_stitched1.tif,TUPAC16,7426,19344,6179,AMF other,AMF other,True,True,True,True
2944,21_stitched1.tif,TUPAC16,7428,4088,7899,NMF prometaphase,NMF prometaphase,False,False,True,False
2945,21_stitched1.tif,TUPAC16,7434,1036,7785,NMF metaphase,NMF metaphase,False,False,False,False
2946,21_stitched1.tif,TUPAC16,7445,6574,8833,NMF prometaphase,NMF metaphase,False,False,False,False
2947,21_stitched1.tif,TUPAC16,7455,2116,12024,NMF prometaphase,NMF prometaphase,False,False,True,False
2948,21_stitched1.tif,TUPAC16,7457,3658,12218,NMF prometaphase,NMF prometaphase,False,False,True,False
2949,21_stitched1.tif,TUPAC16,7458,3597,12264,AMF other,AMF other,True,True,True,True
2950,21_stitched1.tif,TUPAC16,7462,7161,13564,NMF prometaphase,NMF prometaphase,False,False,False,False
2951,21_stitched1.tif,TUPAC16,11079,19885,12287,NMF metaphase,NMF metaphase,False,False,False,False
2952,21_stitched1.tif,TUPAC16,11086,1140,7000,NMF prometaphase,NMF prometaphase,False,False,False,False
2953,21_stitched1.tif,TUPAC16,11103,2101,9898,NMF metaphase,NMF metaphase,False,False,False,False
2954,21_stitched1.tif,TUPAC16,11133,6908,9179,AMF segregation,AMF segregation,True,True,True,True
2955,21_stitched1.tif,TUPAC16,11158,943,9448,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2956,21_stitched1.tif,TUPAC16,11162,5264,7820,NMF prometaphase,AMF segregation,False,True,False,False
2957,21_stitched1.tif,TUPAC16,11262,3278,9687,NMF metaphase,NMF metaphase,False,False,False,False
2958,21_stitched1.tif,TUPAC16,11327,1512,10889,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2959,21_stitched1.tif,TUPAC16,11374,4231,9330,NMF metaphase,NMF metaphase,False,False,False,False
2960,21_stitched1.tif,TUPAC16,11390,6494,7037,NMF prometaphase,NMF metaphase,False,False,False,False
2961,21_stitched1.tif,TUPAC16,11439,11323,4504,NMF prometaphase,AMF segregation,False,True,True,True
2962,21_stitched1.tif,TUPAC16,12096,6356,6233,NMF prometaphase,NMF prometaphase,False,False,False,False
2963,21_stitched1.tif,TUPAC16,12424,944,9474,NMF anaphase-telophase,NMF metaphase,False,False,False,False
2964,21_stitched1.tif,TUPAC16,12547,959,9425,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2965,21_stitched1.tif,TUPAC16,12585,6792,13697,NMF ring shape,AMF segregation,False,True,False,False
2966,21_stitched1.tif,TUPAC16,12587,6384,7051,NMF metaphase,NMF anaphase-telophase,False,False,False,False
2967,22_stitched1.tif,TUPAC16,3120,18835,306,NMF metaphase,NMF metaphase,False,False,False,False
2968,22_stitched1.tif,TUPAC16,3139,18603,1496,NMF prometaphase,NMF prometaphase,False,False,False,False
2969,22_stitched1.tif,TUPAC16,3142,16160,2171,NMF metaphase,NMF metaphase,False,False,False,False
2970,22_stitched1.tif,TUPAC16,3155,17070,3352,NMF prometaphase,NMF metaphase,False,False,False,False
2971,22_stitched1.tif,TUPAC16,3167,13527,4536,NMF prometaphase,NMF metaphase,False,False,True,False
2972,22_stitched1.tif,TUPAC16,3173,8765,5129,NMF prometaphase,NMF prometaphase,False,False,False,False
2973,22_stitched1.tif,TUPAC16,3180,6825,5734,NMF prometaphase,NMF ring shape,False,False,False,False
2974,22_stitched1.tif,TUPAC16,3181,7704,6044,AMF segregation,AMF segregation,True,True,False,True
2975,22_stitched1.tif,TUPAC16,3182,7594,5501,NMF prometaphase,AMF other,False,True,True,True
2976,22_stitched1.tif,TUPAC16,3187,10011,5689,NMF prometaphase,NMF prometaphase,False,False,False,False
2977,22_stitched1.tif,TUPAC16,3195,15776,5880,NMF prometaphase,AMF other,False,True,True,True
2978,22_stitched1.tif,TUPAC16,3202,19560,6682,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2979,22_stitched1.tif,TUPAC16,3205,17282,7519,NMF prometaphase,NMF metaphase,False,False,False,False
2980,22_stitched1.tif,TUPAC16,3207,17771,7198,AMF other,AMF other,True,True,True,True
2981,22_stitched1.tif,TUPAC16,3223,14515,8640,NMF metaphase,NMF metaphase,False,False,False,False
2982,22_stitched1.tif,TUPAC16,3224,14329,8656,NMF prometaphase,NMF prometaphase,False,False,False,False
2983,22_stitched1.tif,TUPAC16,3231,14972,9476,NMF prometaphase,NMF prometaphase,False,False,False,False
2984,22_stitched1.tif,TUPAC16,3236,16124,9814,NMF metaphase,NMF metaphase,False,False,True,False
2985,22_stitched1.tif,TUPAC16,3242,4557,10065,NMF prometaphase,NMF prometaphase,False,False,False,False
2986,22_stitched1.tif,TUPAC16,3247,15888,10264,NMF metaphase,NMF metaphase,False,False,False,False
2987,22_stitched1.tif,TUPAC16,3252,14233,11078,NMF metaphase,NMF metaphase,False,False,False,False
2988,22_stitched1.tif,TUPAC16,3259,4928,12147,NMF metaphase,NMF metaphase,False,False,False,False
2989,22_stitched1.tif,TUPAC16,3265,380,12743,NMF prometaphase,NMF prometaphase,False,False,False,False
2990,22_stitched1.tif,TUPAC16,3272,9699,12477,NMF prometaphase,NMF prometaphase,False,False,False,False
2991,22_stitched1.tif,TUPAC16,3278,15270,12372,NMF prometaphase,NMF prometaphase,False,False,False,False
2992,22_stitched1.tif,TUPAC16,3281,655,13468,NMF prometaphase,NMF metaphase,False,False,False,False
2993,22_stitched1.tif,TUPAC16,3286,6249,13784,NMF metaphase,AMF segregation,False,True,True,True
2994,22_stitched1.tif,TUPAC16,3287,6196,13184,NMF prometaphase,NMF prometaphase,False,False,False,False
2995,22_stitched1.tif,TUPAC16,3291,7546,13702,NMF metaphase,NMF prometaphase,False,False,False,False
2996,22_stitched1.tif,TUPAC16,3299,10723,13829,NMF metaphase,NMF metaphase,False,False,False,False
2997,22_stitched1.tif,TUPAC16,3322,16246,17455,NMF prometaphase,NMF prometaphase,False,False,False,False
2998,22_stitched1.tif,TUPAC16,3325,15612,17930,NMF metaphase,NMF metaphase,False,False,False,False
2999,22_stitched1.tif,TUPAC16,3339,8263,20211,NMF prometaphase,NMF prometaphase,False,False,False,False
3000,22_stitched1.tif,TUPAC16,3342,10687,20685,NMF prometaphase,NMF prometaphase,False,False,False,False
3001,22_stitched1.tif,TUPAC16,3360,14655,21449,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3002,22_stitched1.tif,TUPAC16,3361,15419,21282,NMF metaphase,NMF metaphase,False,False,False,False
